Date,Close/Last
8/8/2024,$75.75 
8/9/2024,$75.09 
8/12/2024,$77.03 
8/13/2024,$95.90 
8/14/2024,$93.90 
8/15/2024,$94.88 
8/16/2024,$94.81 
8/19/2024,$92.30 
8/20/2024,$93.01 
8/21/2024,$92.78 
8/22/2024,$92.43 
8/23/2024,$94.02 
8/26/2024,$95.63 
8/27/2024,$98.60 
8/28/2024,$95.30 
8/29/2024,$94.86 
8/30/2024,$94.57 
9/3/2024,$93.18 
9/4/2024,$92.33 
9/5/2024,$91.56 
9/6/2024,$91.15 
9/9/2024,$92.21 
9/10/2024,$93.34 
9/11/2024,$98.20 
9/12/2024,$99.28 
9/13/2024,$98.57 
9/16/2024,$96.31 
9/17/2024,$96.44 
9/18/2024,$96.12 
9/19/2024,$96.90 
9/20/2024,$96.05 
9/23/2024,$95.48 
9/24/2024,$94.45 
9/25/2024,$95.62 
9/26/2024,$97.47 
9/27/2024,$97.36 
9/30/2024,$97.49 
10/1/2024,$97.43 
10/2/2024,$96.50 
10/3/2024,$95.56 
10/4/2024,$96.58 
10/7/2024,$96.09 
10/8/2024,$96.21 
10/9/2024,$95.88 
10/10/2024,$93.88 
10/11/2024,$95.55 
10/14/2024,$94.76 
10/15/2024,$95.04 
10/16/2024,$95.46 
10/17/2024,$95.27 
10/18/2024,$96.84 
10/21/2024,$96.45 
10/22/2024,$96.82 
10/23/2024,$97.65 
10/24/2024,$97.15 
10/25/2024,$97.31 
10/28/2024,$98.02 
10/29/2024,$97.39 
10/30/2024,$97.32 
10/31/2024,$97.70 
11/1/2024,$98.87 
11/4/2024,$97.03 
11/5/2024,$97.09 
11/6/2024,$96.08 
11/7/2024,$96.12 
11/8/2024,$97.55 
11/11/2024,$100.31 
11/12/2024,$98.80 
11/13/2024,$99.80 
11/14/2024,$99.23 
11/15/2024,$98.42 
11/18/2024,$100.40 
11/19/2024,$98.35 
11/20/2024,$98.26 
11/21/2024,$100.06 
11/22/2024,$102.50 
11/25/2024,$101.84 
11/26/2024,$100.68 
11/27/2024,$101.51 
11/29/2024,$102.46 
12/2/2024,$101.51 
12/3/2024,$101.57 
12/4/2024,$100.70 
12/5/2024,$99.23 
12/6/2024,$100.11 
12/9/2024,$99.31 
12/10/2024,$98.16 
12/11/2024,$98.42 
12/12/2024,$97.82 
12/13/2024,$97.42 
12/16/2024,$93.12 
12/17/2024,$92.09 
12/18/2024,$89.90 
12/19/2024,$88.76 
12/20/2024,$87.97 
12/23/2024,$87.44 
12/24/2024,$89.91 
12/26/2024,$91.86 
12/27/2024,$92.25 
12/30/2024,$90.58 
12/31/2024,$91.25 
1/2/2025,$92.17 
1/3/2025,$92.58 
1/6/2025,$93.13 
1/7/2025,$92.84 
1/8/2025,$92.60 
1/10/2025,$92.25 
1/13/2025,$93.51 
1/14/2025,$93.07 
1/15/2025,$93.08 
1/16/2025,$94.43 
1/17/2025,$95.13 
1/21/2025,$97.98 
1/22/2025,$97.73 
1/23/2025,$97.99 
1/24/2025,$98.81 
1/27/2025,$100.02 
1/28/2025,$100.41 
1/29/2025,$108.58 
1/30/2025,$109.00 
1/31/2025,$107.68 
2/3/2025,$108.16 
2/4/2025,$110.60 
2/5/2025,$112.25 
2/6/2025,$111.70 
2/7/2025,$112.20 
2/10/2025,$111.45 
2/11/2025,$111.03 
2/12/2025,$113.04 
2/13/2025,$113.00 
2/14/2025,$112.55 
2/18/2025,$113.03 
2/19/2025,$112.49 
2/20/2025,$113.34 
2/21/2025,$111.75 
2/24/2025,$113.19 
2/25/2025,$114.59 
2/26/2025,$113.00 
2/27/2025,$114.49 
2/28/2025,$115.81 
3/3/2025,$115.41 
3/4/2025,$112.06 
3/5/2025,$111.69 
3/6/2025,$105.47 
3/7/2025,$106.48 
3/10/2025,$101.13 
3/11/2025,$99.58 
3/12/2025,$98.69 
3/13/2025,$96.04 
3/14/2025,$98.11 
3/17/2025,$99.08 
3/18/2025,$98.28 
3/19/2025,$99.19 
3/20/2025,$99.28 
